,Date,LEGATRUU.Index_x,LEGATRUU.Index_y,LF98TRUU.Index,LGTRTRUU.Index,LUACTRUU.Index,LUATTRUU.Index
1161,2003-02-20,266.52,266.52,552.96,124.15,1342.81,1305.89
1162,2003-02-21,266.09,266.09,553.34,123.93,1339.91,1302.34
1163,2003-02-24,266.64,266.64,554.55,124.3,1343.96,1305.76
1164,2003-02-25,266.87,266.87,555.29,124.44,1346.08,1308.39
1165,2003-02-26,267.39,267.39,555.75,124.72,1348.67,1311.2
1166,2003-02-27,266.59,266.59,556.83,124.17,1350.07,1312.42
1167,2003-02-28,267.14,267.14,561.47,124.4,1356.52,1316.6
1168,2003-03-03,268.16,268.16,562.11,125.0,1359.23,1317.8
1169,2003-03-04,268.81,268.81,562.83,125.41,1359.58,1319.46
1170,2003-03-05,269.98,269.98,563.19,126.12,1360.9,1321.6
1171,2003-03-06,269.86,269.86,563.45,126.07,1358.35,1319.63
1172,2003-03-07,271.03,271.03,563.72,126.84,1359.77,1322.06
1173,2003-03-10,271.4,271.4,564.73,127.01,1362.77,1325.6
1174,2003-03-11,271.23,271.23,565.06,126.93,1361.38,1324.47
1175,2003-03-12,270.64,270.64,565.04,126.61,1359.62,1324.56
1176,2003-03-13,267.71,267.71,565.02,124.87,1350.94,1313.87
1177,2003-03-14,266.44,266.44,568.13,124.03,1353.3,1315.79
1178,2003-03-17,265.03,265.03,568.55,123.27,1347.02,1308.99
1179,2003-03-18,264.07,264.07,569.14,122.75,1342.97,1303.66
1180,2003-03-19,262.81,262.81,567.87,121.98,1339.27,1299.84
1181,2003-03-20,262.67,262.67,567.95,121.89,1336.93,1296.96
1182,2003-03-21,261.45,261.45,568.58,120.82,1331.89,1290.86
1183,2003-03-24,263.23,263.23,568.94,122.12,1340.91,1299.29
1184,2003-03-25,263.86,263.86,569.99,122.51,1341.95,1299.72
1185,2003-03-26,263.86,263.86,570.79,122.42,1345.77,1301.06
1186,2003-03-27,264.64,264.64,571.64,122.88,1347.3,1302.57
1187,2003-03-28,264.95,264.95,572.31,122.98,1350.16,1305.04
1188,2003-03-31,267.8,267.8,577.62,124.75,1357.1,1311.12
1189,2003-04-01,267.78,267.78,578.99,124.75,1357.49,1311.14
1190,2003-04-02,265.84,265.84,579.51,123.62,1351.02,1304.26
1191,2003-04-03,265.18,265.18,581.52,123.12,1353.33,1305.11
1192,2003-04-04,264.58,264.58,582.06,122.73,1351.64,1303.58
1193,2003-04-07,263.27,263.27,583.9,121.95,1348.27,1299.89
1194,2003-04-08,264.29,264.29,584.3,122.49,1353.87,1305.78
1195,2003-04-09,264.66,264.66,584.35,122.63,1356.06,1307.76
1196,2003-04-10,266.46,266.46,584.79,123.87,1353.94,1305.61
1197,2003-04-11,265.08,265.08,584.99,122.99,1351.58,1303.11
1198,2003-04-14,265.3,265.3,587.89,123.18,1350.17,1300.78
1199,2003-04-15,265.66,265.66,590.75,123.28,1357.08,1304.14
1200,2003-04-16,266.45,266.45,591.13,123.72,1360.62,1306.2
1201,2003-04-17,267.39,267.39,592.05,124.37,1360.36,1305.74
1202,2003-04-18,267.42,267.42,,124.4,,
1203,2003-04-21,266.95,266.95,593.49,123.76,1361.64,1305.0
1204,2003-04-22,267.94,267.94,594.44,124.66,1362.13,1305.09
1205,2003-04-23,267.46,267.46,595.26,124.26,1365.05,1305.26
1206,2003-04-24,268.93,268.93,597.24,125.08,1371.78,1311.77
1207,2003-04-25,268.97,268.97,599.65,125.03,1373.36,1313.28
1208,2003-04-28,268.9,268.9,601.46,125.0,1373.17,1313.13
1209,2003-04-29,268.92,268.92,602.32,125.08,1372.22,1311.23
1210,2003-04-30,271.24,271.24,611.89,126.31,1384.19,1317.22
1211,2003-05-01,272.63,272.63,611.98,127.22,1385.16,1317.65
1212,2003-05-02,271.82,271.82,612.32,126.73,1381.87,1313.82
1213,2003-05-05,272.02,272.02,613.04,127.18,1384.95,1316.2
1214,2003-05-06,273.98,273.98,613.53,127.93,1391.96,1321.79
1215,2003-05-07,275.57,275.57,614.26,128.9,1400.4,1328.34
1216,2003-05-08,276.45,276.45,614.26,129.4,1401.63,1330.26
1217,2003-05-09,276.59,276.59,614.59,129.49,1401.39,1329.99
1218,2003-05-12,277.59,277.59,614.92,130.08,1405.47,1333.36
1219,2003-05-13,277.56,277.56,615.17,130.06,1405.68,1334.47
1220,2003-05-14,278.1,278.1,614.82,130.29,1413.0,1341.54
1221,2003-05-15,278.17,278.17,616.39,130.42,1410.96,1341.33
1222,2003-05-16,279.38,279.38,617.92,131.08,1416.04,1346.55
1223,2003-05-19,280.66,280.66,618.26,131.84,1416.03,1347.05
1224,2003-05-20,280.76,280.76,617.95,131.82,1422.05,1353.92
1225,2003-05-21,281.03,281.03,617.9,132.03,1420.72,1352.77
1226,2003-05-22,280.97,280.97,617.67,131.98,1424.9,1356.75
1227,2003-05-23,282.28,282.28,617.22,132.81,1426.56,1357.24
1228,2003-05-26,282.33,282.33,,133.24,,
1229,2003-05-27,282.78,282.78,617.36,133.15,1422.09,1352.38
1230,2003-05-28,280.37,280.37,617.52,131.54,1420.53,1350.24
1231,2003-05-29,281.95,281.95,617.3,132.41,1428.68,1356.08
1232,2003-05-30,280.88,280.88,618.21,131.67,1429.05,1355.21
1233,2003-06-02,280.57,280.57,618.45,131.6,1424.51,1350.36
1234,2003-06-03,281.36,281.36,619.11,131.99,1431.14,1357.4
1235,2003-06-04,281.22,281.22,619.96,131.86,1433.45,1360.3
1236,2003-06-05,283.44,283.44,620.52,133.32,1430.38,1356.57
1237,2003-06-06,281.45,281.45,621.93,132.0,1430.12,1356.05
1238,2003-06-09,283.05,283.05,622.8,132.94,1438.24,1361.61
1239,2003-06-10,283.19,283.19,623.44,132.97,1445.49,1368.87
1240,2003-06-11,284.19,284.19,625.67,133.6,1445.8,1368.8
1241,2003-06-12,284.13,284.13,627.5,133.51,1449.01,1371.18
1242,2003-06-13,285.42,285.42,633.51,134.26,1454.95,1375.93
1243,2003-06-16,285.58,285.58,634.43,134.42,1450.25,1370.71
1244,2003-06-17,284.26,284.26,635.11,133.63,1444.37,1363.64
1245,2003-06-18,281.98,281.98,635.63,132.21,1438.03,1357.11
1246,2003-06-19,281.46,281.46,636.29,131.77,1438.91,1358.09
1247,2003-06-20,281.04,281.04,636.61,131.63,1435.02,1354.46
1248,2003-06-23,280.92,280.92,636.33,131.5,1439.29,1360.48
1249,2003-06-24,280.98,280.98,636.45,131.47,1443.47,1364.45
1250,2003-06-25,281.36,281.36,636.45,131.83,1435.17,1355.91
1251,2003-06-26,278.19,278.19,636.16,129.93,1423.83,1344.9
1252,2003-06-27,277.28,277.28,635.76,129.36,1421.96,1342.89
1253,2003-06-30,277.83,277.83,635.99,129.56,1425.78,1346.91
1254,2003-07-01,279.13,279.13,635.98,130.41,1423.73,1345.55
1255,2003-07-02,278.43,278.43,635.88,129.94,1425.51,1347.02
1256,2003-07-03,277.85,277.85,636.08,129.64,1417.8,1339.95
1257,2003-07-04,277.84,277.84,,129.67,,
1258,2003-07-07,276.03,276.03,636.86,128.6,1414.99,1336.66
1259,2003-07-08,275.21,275.21,637.12,128.09,1414.75,1334.98
1260,2003-07-09,275.89,275.89,637.46,128.51,1417.19,1336.56
1261,2003-07-10,276.48,276.48,637.92,128.85,1419.22,1338.47
1262,2003-07-11,276.59,276.59,638.41,128.88,1421.78,1341.21
1263,2003-07-14,276.34,276.34,639.96,128.8,1416.65,1335.47
1264,2003-07-15,274.44,274.44,640.86,127.85,1403.53,1322.99
1265,2003-07-16,273.52,273.52,640.78,127.29,1403.41,1321.77
1266,2003-07-17,272.93,272.93,640.73,126.93,1403.01,1321.52
1267,2003-07-18,273.13,273.13,640.53,127.06,1402.52,1320.43
1268,2003-07-21,273.03,273.03,641.01,127.38,1389.23,1307.75
1269,2003-07-22,273.3,273.3,640.82,127.35,1391.94,1310.09
1270,2003-07-23,274.65,274.65,640.84,128.14,1395.24,1312.73
1271,2003-07-24,274.53,274.53,640.4,128.07,1391.99,1309.27
1272,2003-07-25,275.57,275.57,639.86,128.77,1390.86,1308.23
1273,2003-07-28,273.96,273.96,640.09,127.9,1383.66,1301.31
1274,2003-07-29,273.5,273.5,637.32,127.84,1374.63,1294.48
1275,2003-07-30,272.21,272.21,634.84,126.9,1378.88,1299.29
1276,2003-07-31,269.74,269.74,629.0,125.77,1363.85,1287.75
1277,2003-08-01,269.64,269.64,626.28,125.82,1366.62,1288.52
1278,2003-08-04,270.87,270.87,626.71,126.43,1373.46,1295.07
1279,2003-08-05,270.67,270.67,625.55,126.41,1363.78,1286.71
1280,2003-08-06,271.84,271.84,623.44,126.78,1374.05,1297.51
1281,2003-08-07,273.31,273.31,622.38,127.62,1377.57,1300.34
1282,2003-08-08,273.16,273.16,623.01,127.5,1378.15,1300.39
1283,2003-08-11,272.66,272.66,623.16,127.37,1374.53,1296.18
1284,2003-08-12,272.49,272.49,622.84,127.24,1375.87,1297.92
1285,2003-08-13,270.66,270.66,621.3,126.42,1361.84,1285.0
1286,2003-08-14,269.87,269.87,618.45,125.92,1361.06,1284.46
1287,2003-08-15,270.15,270.15,617.63,126.0,1360.8,1287.14
1288,2003-08-18,269.42,269.42,618.99,125.38,1364.7,1290.16
1289,2003-08-19,269.13,269.13,622.44,124.93,1372.91,1297.51
1290,2003-08-20,269.47,269.47,625.8,125.24,1370.36,1293.84
1291,2003-08-21,268.13,268.13,628.68,124.65,1367.17,1289.05
1292,2003-08-22,267.62,267.62,629.86,124.33,1371.13,1292.71
1293,2003-08-25,267.46,267.46,630.85,124.53,1367.09,1288.92
1294,2003-08-26,267.67,267.67,631.46,124.33,1370.07,1292.02
1295,2003-08-27,267.36,267.36,632.84,124.2,1367.01,1288.54
1296,2003-08-28,268.24,268.24,634.71,124.56,1375.81,1296.21
1297,2003-08-29,269.12,269.12,636.23,125.13,1375.19,1295.39
1298,2003-09-01,268.76,268.76,,124.87,,
1299,2003-09-02,266.48,266.48,639.26,123.69,1366.65,1285.43
1300,2003-09-03,266.24,266.24,640.38,123.54,1367.08,1285.92
1301,2003-09-04,267.46,267.46,641.04,124.11,1372.62,1291.46
1302,2003-09-05,269.91,269.91,641.93,125.29,1384.76,1303.15
1303,2003-09-08,270.66,270.66,643.29,125.78,1382.06,1301.71
1304,2003-09-09,271.17,271.17,644.87,126.0,1383.64,1303.19
1305,2003-09-10,271.92,271.92,645.89,126.23,1391.32,1310.09
1306,2003-09-11,271.51,271.51,645.97,126.12,1387.01,1305.72
1307,2003-09-12,273.17,273.17,646.04,126.97,1392.44,1309.89
1308,2003-09-15,273.21,273.21,646.49,126.89,1396.2,1311.94
1309,2003-09-16,272.63,272.63,647.83,126.71,1393.62,1309.09
1310,2003-09-17,273.76,273.76,649.77,127.24,1401.75,1315.55
1311,2003-09-18,274.71,274.71,651.22,127.92,1402.42,1315.22
1312,2003-09-19,276.32,276.32,652.14,128.96,1404.68,1316.49
1313,2003-09-22,278.67,278.67,651.89,130.68,1398.87,1312.23
1314,2003-09-23,279.03,279.03,651.31,131.01,1399.95,1314.79
1315,2003-09-24,279.2,279.2,652.25,130.81,1406.25,1320.16
1316,2003-09-25,279.87,279.87,652.53,131.14,1408.8,1322.28
1317,2003-09-26,279.84,279.84,652.82,130.95,1414.45,1327.48
1318,2003-09-29,280.43,280.43,653.59,131.43,1411.62,1324.35
1319,2003-09-30,282.05,282.05,653.62,132.18,1424.43,1334.45
1320,2003-10-01,283.13,283.13,656.04,132.9,1424.93,1334.81
1321,2003-10-02,282.07,282.07,656.57,132.36,1419.62,1330.29
1322,2003-10-03,280.17,280.17,656.07,131.52,1405.05,1316.79
1323,2003-10-06,280.85,280.85,656.84,131.82,1409.33,1321.07
1324,2003-10-07,281.86,281.86,657.71,132.63,1402.55,1314.74
1325,2003-10-08,282.38,282.38,658.7,132.94,1403.05,1314.91
1326,2003-10-09,281.59,281.59,659.42,132.58,1399.72,1311.1
1327,2003-10-10,282.82,282.82,660.39,133.25,1403.78,1314.55
1328,2003-10-13,281.47,281.47,,132.28,,
1329,2003-10-14,280.55,280.55,661.65,131.86,1398.74,1308.67
1330,2003-10-15,279.5,279.5,661.79,131.26,1397.16,1305.14
1331,2003-10-16,280.15,280.15,664.7,131.8,1393.54,1300.36
1332,2003-10-17,279.73,279.73,664.99,131.43,1399.3,1305.07
1333,2003-10-20,279.56,279.56,665.84,131.19,1401.07,1306.72
1334,2003-10-21,280.42,280.42,666.3,131.75,1400.71,1307.3
1335,2003-10-22,282.2,282.2,665.59,132.79,1405.95,1313.7
1336,2003-10-23,281.86,281.86,664.49,132.61,1402.68,1311.31
1337,2003-10-24,282.81,282.81,664.96,133.02,1411.16,1318.49
1338,2003-10-27,282.51,282.51,665.73,132.97,1407.7,1315.43
1339,2003-10-28,282.18,282.18,666.7,132.6,1414.24,1320.91
1340,2003-10-29,282.04,282.04,667.2,132.63,1408.23,1315.36
1341,2003-10-30,281.33,281.33,667.5,132.26,1404.11,1311.04
1342,2003-10-31,280.48,280.48,666.82,131.54,1409.45,1314.09
1343,2003-11-03,278.49,278.49,668.96,129.99,1405.26,1310.42
1344,2003-11-04,279.29,279.29,669.68,130.85,1408.97,1314.39
1345,2003-11-05,278.69,278.69,669.51,130.53,1403.77,1310.52
1346,2003-11-06,277.42,277.42,669.6,129.86,1399.06,1306.09
1347,2003-11-07,277.61,277.61,669.67,130.04,1396.68,1303.89
1348,2003-11-10,278.8,278.8,670.25,130.87,1396.34,1303.21
1349,2003-11-11,278.91,278.91,,130.96,,
1350,2003-11-12,280.33,280.33,670.26,131.67,1403.07,1307.16
1351,2003-11-13,282.31,282.31,671.1,132.65,1414.28,1317.04
1352,2003-11-14,283.44,283.44,671.7,133.2,1420.72,1321.52
1353,2003-11-17,283.88,283.88,672.94,133.36,1424.57,1324.81
1354,2003-11-18,285.11,285.11,673.47,134.12,1426.48,1325.94
1355,2003-11-19,284.42,284.42,673.88,133.78,1420.64,1321.21
1356,2003-11-20,284.77,284.77,674.48,133.89,1425.58,1326.26
1357,2003-11-21,285.18,285.18,675.04,134.15,1426.86,1326.99
1358,2003-11-24,283.13,283.13,675.59,132.85,1421.33,1321.79
1359,2003-11-25,283.03,283.03,676.43,132.8,1424.36,1324.57
1360,2003-11-26,284.27,284.27,676.78,133.68,1421.04,1320.8
1361,2003-11-27,283.79,283.79,,133.36,,
1362,2003-11-28,284.14,284.14,676.93,133.68,1416.61,1315.73
1363,2003-12-01,283.32,283.32,677.76,133.26,1412.87,1311.72
1364,2003-12-02,284.63,284.63,679.15,134.01,1414.98,1312.99
1365,2003-12-03,285.28,285.28,680.8,134.5,1412.76,1310.59
1366,2003-12-04,285.07,285.07,682.64,134.25,1416.4,1313.81
1367,2003-12-05,287.45,287.45,684.27,135.42,1428.17,1325.22
1368,2003-12-08,288.27,288.27,685.45,136.1,1423.25,1321.02
1369,2003-12-09,287.7,287.7,685.85,135.85,1417.91,1316.14
1370,2003-12-10,288.11,288.11,686.57,135.99,1420.75,1319.11
1371,2003-12-11,287.52,287.52,686.67,135.47,1426.21,1324.89
1372,2003-12-12,289.25,289.25,687.1,136.53,1426.55,1324.8
1373,2003-12-15,289.27,289.27,687.35,136.55,1425.38,1323.4
1374,2003-12-16,290.2,290.2,687.5,137.06,1428.41,1326.37
1375,2003-12-17,291.24,291.24,688.86,137.64,1432.2,1329.48
1376,2003-12-18,291.08,291.08,689.65,137.41,1436.7,1332.84
1377,2003-12-19,290.83,290.83,690.45,137.26,1437.63,1333.25
1378,2003-12-22,291.71,291.71,691.08,137.88,1436.02,1331.81
1379,2003-12-23,291.3,291.3,691.35,137.82,1429.21,1325.07
1380,2003-12-24,292.22,292.22,691.69,138.24,1435.14,1330.44
1381,2003-12-25,292.28,292.28,,138.3,,
1382,2003-12-26,292.5,292.5,692.16,138.31,1439.05,1334.08
1383,2003-12-29,292.45,292.45,692.38,138.37,1433.93,1329.29
1384,2003-12-30,292.6,292.6,693.05,138.49,1431.75,1326.42
1385,2003-12-31,293.42,293.42,692.26,138.91,1432.74,1327.38
1386,2004-01-02,292.53,292.53,692.95,138.62,1424.85,1319.84
1387,2004-01-05,293.84,293.84,696.12,139.35,1425.73,1319.72
1388,2004-01-06,295.43,295.43,699.49,140.14,1434.02,1326.96
1389,2004-01-07,295.37,295.37,702.2,140.04,1436.16,1329.06
1390,2004-01-08,295.72,295.72,704.09,140.23,1436.92,1329.08
1391,2004-01-09,298.14,298.14,705.62,141.39,1449.3,1340.54
1392,2004-01-12,298.02,298.02,706.6,141.3,1449.34,1341.22
1393,2004-01-13,298.33,298.33,707.2,141.47,1453.09,1344.87
1394,2004-01-14,297.58,297.58,708.08,140.99,1456.82,1347.55
1395,2004-01-15,296.94,296.94,708.44,140.59,1458.95,1348.06
1396,2004-01-16,294.56,294.56,709.68,139.17,1456.72,1346.01
1397,2004-01-19,293.94,293.94,,138.74,,
1398,2004-01-20,295.68,295.68,710.59,139.78,1453.87,1343.62
1399,2004-01-21,296.51,296.51,711.79,140.29,1455.56,1345.01
1400,2004-01-22,297.95,297.95,712.98,141.1,1461.27,1349.7
1401,2004-01-23,297.6,297.6,713.32,141.07,1453.77,1342.91
1402,2004-01-26,295.81,295.81,712.35,140.09,1448.7,1338.73
1403,2004-01-27,296.95,296.95,711.42,140.73,1452.96,1342.66
1404,2004-01-28,296.19,296.19,708.94,140.47,1444.19,1334.1
1405,2004-01-29,293.41,293.41,705.74,138.75,1444.46,1334.68
1406,2004-01-30,294.51,294.51,705.47,139.37,1447.76,1338.69
1407,2004-02-02,294.84,294.84,704.01,139.6,1445.94,1337.96
1408,2004-02-03,296.31,296.31,702.56,140.4,1449.5,1341.64
1409,2004-02-04,295.98,295.98,701.15,140.24,1448.61,1340.82
1410,2004-02-05,296.6,296.6,698.11,140.72,1444.73,1337.18
1411,2004-02-06,298.24,298.24,698.42,141.54,1450.97,1343.37
1412,2004-02-09,298.24,298.24,701.45,141.42,1453.93,1345.31
1413,2004-02-10,298.29,298.29,701.2,141.52,1450.9,1342.57
1414,2004-02-11,298.78,298.78,702.38,141.64,1458.05,1348.73
1415,2004-02-12,300.24,300.24,704.09,142.58,1455.3,1346.11
1416,2004-02-13,300.25,300.25,704.53,142.5,1459.04,1348.64
1417,2004-02-16,300.24,300.24,,142.49,,
1418,2004-02-17,300.53,300.53,705.46,142.61,1459.64,1349.02
1419,2004-02-18,300.41,300.41,705.08,142.53,1459.92,1349.17
1420,2004-02-19,298.25,298.25,704.96,141.14,1460.17,1349.54
1421,2004-02-20,296.25,296.25,704.24,139.91,1456.19,1345.86
1422,2004-02-23,296.61,296.61,702.67,140.09,1460.02,1349.76
1423,2004-02-24,298.19,298.19,701.47,141.0,1461.2,1351.3
1424,2004-02-25,297.07,297.07,702.58,140.25,1462.32,1352.38
1425,2004-02-26,295.24,295.24,702.69,139.13,1460.17,1350.49
1426,2004-02-27,296.03,296.03,703.7,139.55,1465.79,1355.28
1427,2004-03-01,296.31,296.31,705.08,139.7,1465.48,1354.85
1428,2004-03-02,293.87,293.87,705.25,138.19,1461.39,1350.92
1429,2004-03-03,291.86,291.86,705.29,137.0,1460.47,1349.96
1430,2004-03-04,292.44,292.44,705.6,137.26,1463.03,1352.23
1431,2004-03-05,295.95,295.95,708.03,139.0,1478.01,1365.93
1432,2004-03-08,295.71,295.71,709.77,138.73,1482.29,1370.03
1433,2004-03-09,296.94,296.94,710.3,139.52,1485.56,1373.8
1434,2004-03-10,295.08,295.08,709.97,138.45,1484.6,1372.76
1435,2004-03-11,295.56,295.56,708.99,138.8,1483.48,1372.4
1436,2004-03-12,294.83,294.83,708.96,138.39,1481.93,1371.36
1437,2004-03-15,295.35,295.35,708.4,138.74,1481.08,1371.04
1438,2004-03-16,297.53,297.53,707.17,140.05,1487.85,1376.95
1439,2004-03-17,296.82,296.82,707.69,139.68,1488.66,1377.13
1440,2004-03-18,299.08,299.08,707.29,141.24,1484.13,1372.93
1441,2004-03-19,298.38,298.38,707.19,140.81,1481.52,1370.36
1442,2004-03-22,299.26,299.26,707.0,141.26,1486.43,1375.26
1443,2004-03-23,298.79,298.79,706.62,140.98,1487.19,1375.91
1444,2004-03-24,298.49,298.49,706.25,140.85,1487.52,1376.37
1445,2004-03-25,298.12,298.12,706.69,140.7,1485.77,1374.69
1446,2004-03-26,296.76,296.76,707.25,139.98,1478.39,1367.32
1447,2004-03-29,296.65,296.65,708.23,139.95,1475.48,1364.36
1448,2004-03-30,297.02,297.02,708.35,140.18,1474.79,1363.55
1449,2004-03-31,299.31,299.31,708.48,141.61,1479.63,1368.0
1450,2004-04-01,299.84,299.84,708.71,142.03,1475.24,1364.02
1451,2004-04-02,295.63,295.63,706.51,139.83,1457.49,1347.38
1452,2004-04-05,293.35,293.35,706.23,138.49,1452.22,1342.44
1453,2004-04-06,293.67,293.67,707.1,138.45,1455.97,1345.5
1454,2004-04-07,295.51,295.51,707.91,139.6,1456.76,1345.7
1455,2004-04-08,294.34,294.34,708.06,138.87,1454.78,1343.72
1456,2004-04-09,294.37,294.37,,138.89,,
1457,2004-04-12,294.2,294.2,708.89,138.64,1454.15,1342.4
1458,2004-04-13,291.08,291.08,707.62,137.06,1445.96,1335.08
1459,2004-04-14,289.48,289.48,705.67,136.04,1442.72,1331.65
1460,2004-04-15,289.56,289.56,705.89,136.13,1440.38,1330.32
1461,2004-04-16,291.32,291.32,706.23,137.1,1444.14,1333.82
1462,2004-04-19,291.12,291.12,706.62,136.97,1442.62,1332.39
1463,2004-04-20,289.75,289.75,706.43,136.24,1439.58,1329.64
1464,2004-04-21,288.45,288.45,705.11,135.45,1438.29,1328.24
1465,2004-04-22,288.54,288.54,706.51,135.37,1443.04,1332.04
1466,2004-04-23,288.02,288.02,706.25,135.27,1437.24,1325.86
1467,2004-04-26,288.78,288.78,706.7,135.75,1439.5,1327.62
1468,2004-04-27,288.84,288.84,707.17,135.63,1441.72,1329.99
1469,2004-04-28,287.72,287.72,706.2,135.08,1436.22,1325.46
1470,2004-04-29,288.11,288.11,703.78,135.36,1430.8,1321.28
1471,2004-04-30,288.37,288.37,703.66,135.53,1433.11,1324.0
1472,2004-05-03,288.38,288.38,702.58,135.38,1433.44,1324.39
1473,2004-05-04,289.24,289.24,700.61,136.29,1430.33,1322.3
1474,2004-05-05,289.26,289.26,700.0,136.88,1427.94,1320.73
1475,2004-05-06,288.81,288.81,696.89,136.18,1422.0,1318.38
1476,2004-05-07,284.84,284.84,692.5,134.0,1409.5,1306.87
1477,2004-05-10,283.44,283.44,687.15,133.0,1408.2,1307.04
1478,2004-05-11,283.04,283.04,686.83,132.69,1409.49,1308.17
1479,2004-05-12,283.97,283.97,684.19,133.27,1407.6,1307.03
1480,2004-05-13,282.46,282.46,680.75,132.41,1403.49,1303.57
1481,2004-05-14,283.15,283.15,680.42,132.67,1407.85,1308.22
1482,2004-05-17,285.43,285.43,680.88,133.9,1414.84,1314.52
1483,2004-05-18,284.61,284.61,682.72,133.44,1413.23,1312.32
1484,2004-05-19,285.59,285.59,684.83,134.25,1409.58,1308.41
1485,2004-05-20,284.96,284.96,684.76,133.71,1414.86,1313.51
1486,2004-05-21,286.27,286.27,685.89,134.64,1412.04,1310.8
1487,2004-05-24,285.59,285.59,687.7,134.12,1414.57,1312.76
1488,2004-05-25,287.22,287.22,688.46,135.11,1415.56,1313.88
1489,2004-05-26,288.01,288.01,690.2,135.52,1420.08,1317.9
1490,2004-05-27,290.72,290.72,691.38,137.01,1426.9,1323.32
1491,2004-05-28,289.8,289.8,691.74,136.57,1422.74,1319.45
1492,2004-05-31,289.78,289.78,691.74,136.55,1422.74,1319.45
1493,2004-06-01,289.62,289.62,691.87,136.59,1419.0,1316.28
1494,2004-06-02,289.66,289.66,691.49,136.63,1416.53,1314.16
1495,2004-06-03,289.08,289.08,691.21,136.16,1417.69,1315.28
1496,2004-06-04,288.54,288.54,691.81,135.87,1413.07,1310.76
1497,2004-06-07,289.95,289.95,693.01,136.75,1415.13,1312.39
1498,2004-06-08,289.71,289.71,694.2,136.59,1415.28,1312.15
1499,2004-06-09,287.92,287.92,694.37,135.64,1412.31,1309.22
1500,2004-06-10,287.82,287.82,694.31,135.55,1413.61,1310.16
1501,2004-06-11,286.53,286.53,,134.73,,
1502,2004-06-14,285.99,285.99,693.69,134.49,1408.14,1304.76
1503,2004-06-15,288.0,288.0,695.04,135.42,1421.55,1317.4
1504,2004-06-16,287.07,287.07,696.5,134.9,1418.24,1314.36
1505,2004-06-17,287.69,287.69,697.16,135.21,1421.88,1317.4
1506,2004-06-18,289.1,289.1,697.88,136.13,1420.76,1316.3
1507,2004-06-21,289.19,289.19,699.22,136.18,1422.76,1317.88
1508,2004-06-22,288.71,288.71,699.93,135.87,1422.04,1317.22
1509,2004-06-23,288.95,288.95,700.33,136.0,1422.96,1318.09
1510,2004-06-24,291.21,291.21,701.08,137.37,1426.99,1321.97
1511,2004-06-25,290.61,290.61,701.46,136.97,1427.04,1322.1
1512,2004-06-28,290.3,290.3,701.57,136.93,1420.3,1315.83
1513,2004-06-29,289.58,289.58,701.55,136.41,1423.44,1318.87
1514,2004-06-30,290.63,290.63,701.66,136.79,1429.02,1324.75
1515,2004-07-01,291.28,291.28,703.44,137.11,1432.56,1328.61
1516,2004-07-02,293.5,293.5,704.67,138.22,1440.36,1335.64
1517,2004-07-05,292.97,292.97,,137.86,,
1518,2004-07-06,293.03,293.03,706.32,137.89,1439.68,1335.13
1519,2004-07-07,294.39,294.39,707.03,138.74,1440.02,1335.49
1520,2004-07-08,294.75,294.75,707.85,138.92,1440.75,1336.09
1521,2004-07-09,294.79,294.79,709.0,138.95,1441.35,1336.5
1522,2004-07-12,295.36,295.36,710.14,139.25,1443.6,1338.13
1523,2004-07-13,293.68,293.68,710.65,138.28,1441.65,1335.75
1524,2004-07-14,294.24,294.24,711.3,138.61,1441.85,1335.64
1525,2004-07-15,293.75,293.75,711.83,138.25,1442.45,1335.18
1526,2004-07-16,296.14,296.14,713.47,139.51,1451.89,1343.54
1527,2004-07-19,295.96,295.96,715.06,139.57,1452.38,1343.66
1528,2004-07-20,295.14,295.14,715.43,139.11,1445.61,1337.33
1529,2004-07-21,292.26,292.26,714.96,137.32,1443.02,1334.88
1530,2004-07-22,293.37,293.37,714.01,137.96,1444.67,1336.4
1531,2004-07-23,291.7,291.7,713.89,136.88,1446.69,1338.16
1532,2004-07-26,291.88,291.88,713.0,137.04,1444.31,1335.9
1533,2004-07-27,289.81,289.81,710.91,135.97,1435.8,1328.26
1534,2004-07-28,289.2,289.2,710.54,135.47,1436.74,1329.37
1535,2004-07-29,289.64,289.64,710.85,135.69,1438.42,1330.67
1536,2004-07-30,290.57,290.57,711.2,136.08,1446.8,1337.36
1537,2004-08-02,291.05,291.05,712.41,136.37,1448.38,1339.04
1538,2004-08-03,291.66,291.66,712.87,136.7,1450.75,1340.96
1539,2004-08-04,291.57,291.57,712.56,136.62,1450.74,1340.84
1540,2004-08-05,291.87,291.87,713.26,136.76,1452.8,1342.55
1541,2004-08-06,296.07,296.07,715.61,139.03,1466.62,1355.64
1542,2004-08-09,295.79,295.79,715.93,138.89,1465.21,1354.28
1543,2004-08-10,295.94,295.94,715.27,139.05,1461.86,1351.09
1544,2004-08-11,294.58,294.58,715.2,138.17,1462.56,1352.07
1545,2004-08-12,295.08,295.08,715.18,138.43,1464.68,1353.7
1546,2004-08-13,297.02,297.02,715.65,139.55,1468.51,1357.02
1547,2004-08-16,296.71,296.71,716.02,139.42,1465.83,1354.64
1548,2004-08-17,297.13,297.13,717.01,139.61,1469.92,1358.2
1549,2004-08-18,296.91,296.91,718.07,139.56,1468.99,1357.07
1550,2004-08-19,297.89,297.89,719.02,140.1,1470.65,1358.33
