"","Date","USDJPY.Curncy"
"2008",1997-09-09,"118.80"
"2009",1997-09-10,"119.22"
"2010",1997-09-11,"119.63"
"2011",1997-09-12,"121.02"
"2012",1997-09-15,"120.07"
"2013",1997-09-16,"121.17"
"2014",1997-09-17,"120.88"
"2015",1997-09-18,"121.85"
"2016",1997-09-19,"122.17"
"2017",1997-09-22,"121.76"
"2018",1997-09-23,"122.03"
"2019",1997-09-24,"120.35"
"2020",1997-09-25,"121.13"
"2021",1997-09-26,"121.26"
"2022",1997-09-29,"120.83"
"2023",1997-09-30,"120.51"
"2024",1997-10-01,"120.95"
"2025",1997-10-02,"121.70"
"2026",1997-10-03,"122.08"
"2027",1997-10-06,"121.98"
"2028",1997-10-07,"122.43"
"2029",1997-10-08,"121.13"
"2030",1997-10-09,"121.21"
"2031",1997-10-10,"120.10"
"2032",1997-10-13,"121.03"
"2033",1997-10-14,"121.46"
"2034",1997-10-15,"121.02"
"2035",1997-10-16,"119.76"
"2036",1997-10-17,"120.97"
"2037",1997-10-20,"121.15"
"2038",1997-10-21,"120.91"
"2039",1997-10-22,"120.65"
"2040",1997-10-23,"121.90"
"2041",1997-10-24,"121.93"
"2042",1997-10-27,"122.03"
"2043",1997-10-28,"120.73"
"2044",1997-10-29,"120.80"
"2045",1997-10-30,"119.99"
"2046",1997-10-31,"120.48"
"2047",1997-11-03,"121.40"
"2048",1997-11-04,"121.89"
"2049",1997-11-05,"123.13"
"2050",1997-11-06,"123.40"
"2051",1997-11-07,"124.26"
"2052",1997-11-10,"124.33"
"2053",1997-11-11,"124.86"
"2054",1997-11-12,"126.45"
"2055",1997-11-13,"125.73"
"2056",1997-11-14,"125.40"
"2057",1997-11-17,"125.78"
"2058",1997-11-18,"126.13"
"2059",1997-11-19,"126.91"
"2060",1997-11-20,"125.98"
"2061",1997-11-21,"126.37"
"2062",1997-11-24,"126.93"
"2063",1997-11-25,"127.36"
"2064",1997-11-26,"127.14"
"2065",1997-11-27,"126.87"
"2066",1997-11-28,"127.85"
"2067",1997-12-01,"128.68"
"2068",1997-12-02,"128.66"
"2069",1997-12-03,"128.65"
"2070",1997-12-04,"129.38"
"2071",1997-12-05,"130.32"
"2072",1997-12-08,"130.58"
"2073",1997-12-09,"129.74"
"2074",1997-12-10,"129.43"
"2075",1997-12-11,"129.65"
"2076",1997-12-12,"130.33"
"2077",1997-12-15,"130.88"
"2078",1997-12-16,"130.73"
"2079",1997-12-17,"127.13"
"2080",1997-12-18,"128.45"
"2081",1997-12-19,"129.40"
"2082",1997-12-22,"130.33"
"2083",1997-12-23,"129.51"
"2084",1997-12-24,"129.78"
"2085",1997-12-25,"130.03"
"2086",1997-12-26,"130.18"
"2087",1997-12-29,"129.61"
"2088",1997-12-30,"130.10"
"2089",1997-12-31,"130.59"
"2090",1998-01-01,"130.55"
"2091",1998-01-02,"132.32"
"2092",1998-01-05,"133.42"
"2093",1998-01-06,"134.18"
"2094",1998-01-07,"132.05"
"2095",1998-01-08,"132.55"
"2096",1998-01-09,"132.09"
"2097",1998-01-12,"132.63"
"2098",1998-01-13,"131.51"
"2099",1998-01-14,"130.90"
"2100",1998-01-15,"129.80"
"2101",1998-01-16,"129.35"
"2102",1998-01-19,"129.26"
"2103",1998-01-20,"128.38"
"2104",1998-01-21,"126.86"
"2105",1998-01-22,"127.37"
"2106",1998-01-23,"125.70"
"2107",1998-01-26,"126.68"
"2108",1998-01-27,"125.16"
"2109",1998-01-28,"124.98"
"2110",1998-01-29,"125.85"
"2111",1998-01-30,"127.05"
"2112",1998-02-02,"126.28"
"2113",1998-02-03,"125.83"
"2114",1998-02-04,"123.70"
"2115",1998-02-05,"123.58"
"2116",1998-02-06,"124.15"
"2117",1998-02-09,"124.28"
"2118",1998-02-10,"123.27"
"2119",1998-02-11,"123.53"
"2120",1998-02-12,"124.69"
"2121",1998-02-13,"125.17"
"2122",1998-02-16,"126.07"
"2123",1998-02-17,"126.58"
"2124",1998-02-18,"126.50"
"2125",1998-02-19,"125.91"
"2126",1998-02-20,"127.80"
"2127",1998-02-23,"127.95"
"2128",1998-02-24,"127.97"
"2129",1998-02-25,"128.43"
"2130",1998-02-26,"127.25"
"2131",1998-02-27,"126.10"
"2132",1998-03-02,"125.62"
"2133",1998-03-03,"126.21"
"2134",1998-03-04,"126.63"
"2135",1998-03-05,"127.78"
"2136",1998-03-06,"127.77"
"2137",1998-03-09,"127.65"
"2138",1998-03-10,"127.38"
"2139",1998-03-11,"129.20"
"2140",1998-03-12,"128.86"
"2141",1998-03-13,"127.85"
"2142",1998-03-16,"129.53"
"2143",1998-03-17,"128.89"
"2144",1998-03-18,"130.04"
"2145",1998-03-19,"130.67"
"2146",1998-03-20,"130.35"
"2147",1998-03-23,"130.46"
"2148",1998-03-24,"130.29"
"2149",1998-03-25,"128.92"
"2150",1998-03-26,"128.41"
"2151",1998-03-27,"130.25"
"2152",1998-03-30,"131.97"
"2153",1998-03-31,"133.07"
"2154",1998-04-01,"133.63"
"2155",1998-04-02,"133.75"
"2156",1998-04-03,"135.15"
"2157",1998-04-06,"134.71"
"2158",1998-04-07,"133.45"
"2159",1998-04-08,"131.21"
"2160",1998-04-09,"131.48"
"2161",1998-04-10,"128.65"
"2162",1998-04-13,"129.63"
"2163",1998-04-14,"129.50"
"2164",1998-04-15,"130.35"
"2165",1998-04-16,"131.77"
"2166",1998-04-17,"131.79"
"2167",1998-04-20,"132.12"
"2168",1998-04-21,"131.30"
"2169",1998-04-22,"130.51"
"2170",1998-04-23,"129.85"
"2171",1998-04-24,"131.30"
"2172",1998-04-27,"132.18"
"2173",1998-04-28,"132.12"
"2174",1998-04-29,"132.32"
"2175",1998-04-30,"132.87"
"2176",1998-05-01,"133.44"
"2177",1998-05-04,"133.03"
"2178",1998-05-05,"131.58"
"2179",1998-05-06,"133.17"
"2180",1998-05-07,"133.32"
"2181",1998-05-08,"132.95"
"2182",1998-05-11,"132.88"
"2183",1998-05-12,"133.98"
"2184",1998-05-13,"134.13"
"2185",1998-05-14,"133.63"
"2186",1998-05-15,"134.66"
"2187",1998-05-18,"135.95"
"2188",1998-05-19,"136.26"
"2189",1998-05-20,"136.08"
"2190",1998-05-21,"134.97"
"2191",1998-05-22,"135.97"
"2192",1998-05-25,"136.99"
"2193",1998-05-26,"137.86"
"2194",1998-05-27,"137.45"
"2195",1998-05-28,"138.62"
"2196",1998-05-29,"138.80"
"2197",1998-06-01,"139.67"
"2198",1998-06-02,"138.75"
"2199",1998-06-03,"138.70"
"2200",1998-06-04,"138.49"
"2201",1998-06-05,"139.77"
"2202",1998-06-08,"140.78"
"2203",1998-06-09,"140.32"
"2204",1998-06-10,"140.57"
"2205",1998-06-11,"144.05"
"2206",1998-06-12,"144.20"
"2207",1998-06-15,"146.15"
"2208",1998-06-16,"143.18"
"2209",1998-06-17,"136.75"
"2210",1998-06-18,"137.85"
"2211",1998-06-19,"137.02"
"2212",1998-06-22,"137.96"
"2213",1998-06-23,"139.26"
"2214",1998-06-24,"141.05"
"2215",1998-06-25,"142.25"
"2216",1998-06-26,"142.21"
"2217",1998-06-29,"142.00"
"2218",1998-06-30,"138.78"
"2219",1998-07-01,"137.91"
"2220",1998-07-02,"140.71"
"2221",1998-07-03,"139.40"
"2222",1998-07-06,"140.14"
"2223",1998-07-07,"138.67"
"2224",1998-07-08,"139.40"
"2225",1998-07-09,"141.10"
"2226",1998-07-10,"141.40"
"2227",1998-07-13,"141.14"
"2228",1998-07-14,"140.00"
"2229",1998-07-15,"140.68"
"2230",1998-07-16,"140.22"
"2231",1998-07-17,"139.63"
"2232",1998-07-20,"139.03"
"2233",1998-07-21,"140.33"
"2234",1998-07-22,"141.11"
"2235",1998-07-23,"141.31"
"2236",1998-07-24,"141.70"
"2237",1998-07-27,"142.48"
"2238",1998-07-28,"141.14"
"2239",1998-07-29,"142.40"
"2240",1998-07-30,"143.83"
"2241",1998-07-31,"144.66"
"2242",1998-08-03,"145.53"
"2243",1998-08-04,"144.87"
"2244",1998-08-05,"144.01"
"2245",1998-08-06,"144.38"
"2246",1998-08-07,"146.22"
"2247",1998-08-10,"146.31"
"2248",1998-08-11,"147.26"
"2249",1998-08-12,"146.18"
"2250",1998-08-13,"145.03"
"2251",1998-08-14,"146.38"
"2252",1998-08-17,"146.07"
"2253",1998-08-18,"144.93"
"2254",1998-08-19,"143.85"
"2255",1998-08-20,"142.91"
"2256",1998-08-21,"144.65"
"2257",1998-08-24,"143.73"
"2258",1998-08-25,"144.14"
"2259",1998-08-26,"144.14"
"2260",1998-08-27,"141.99"
"2261",1998-08-28,"141.80"
"2262",1998-08-31,"139.30"
"2263",1998-09-01,"136.71"
"2264",1998-09-02,"138.32"
"2265",1998-09-03,"134.35"
"2266",1998-09-04,"133.53"
"2267",1998-09-07,"131.90"
"2268",1998-09-08,"132.11"
"2269",1998-09-09,"136.29"
"2270",1998-09-10,"134.58"
"2271",1998-09-11,"130.95"
"2272",1998-09-14,"132.13"
"2273",1998-09-15,"134.00"
"2274",1998-09-16,"134.15"
"2275",1998-09-17,"131.87"
"2276",1998-09-18,"132.75"
"2277",1998-09-21,"134.57"
"2278",1998-09-22,"135.52"
"2279",1998-09-23,"135.63"
"2280",1998-09-24,"134.89"
"2281",1998-09-25,"136.15"
"2282",1998-09-28,"135.93"
"2283",1998-09-29,"134.40"
"2284",1998-09-30,"136.46"
"2285",1998-10-01,"135.95"
"2286",1998-10-02,"135.50"
"2287",1998-10-05,"134.30"
"2288",1998-10-06,"130.03"
"2289",1998-10-07,"121.30"
"2290",1998-10-08,"118.85"
"2291",1998-10-09,"116.65"
"2292",1998-10-12,"117.45"
"2293",1998-10-13,"119.28"
"2294",1998-10-14,"118.79"
"2295",1998-10-15,"115.80"
"2296",1998-10-16,"115.27"
"2297",1998-10-19,"114.40"
"2298",1998-10-20,"116.20"
"2299",1998-10-21,"117.13"
"2300",1998-10-22,"117.45"
"2301",1998-10-23,"118.07"
"2302",1998-10-26,"119.45"
"2303",1998-10-27,"118.03"
"2304",1998-10-28,"117.83"
"2305",1998-10-29,"116.92"
"2306",1998-10-30,"115.98"
"2307",1998-11-02,"114.76"
"2308",1998-11-03,"115.16"
"2309",1998-11-04,"116.96"
"2310",1998-11-05,"118.13"
"2311",1998-11-06,"119.00"
"2312",1998-11-09,"121.88"
"2313",1998-11-10,"122.07"
"2314",1998-11-11,"121.67"
"2315",1998-11-12,"121.99"
"2316",1998-11-13,"122.77"
"2317",1998-11-16,"120.41"
"2318",1998-11-17,"120.95"
"2319",1998-11-18,"121.98"
"2320",1998-11-19,"119.93"
"2321",1998-11-20,"120.40"
"2322",1998-11-23,"121.14"
"2323",1998-11-24,"121.16"
"2324",1998-11-25,"121.75"
"2325",1998-11-26,"122.23"
"2326",1998-11-27,"123.05"
"2327",1998-11-30,"122.94"
"2328",1998-12-01,"121.88"
"2329",1998-12-02,"119.97"
"2330",1998-12-03,"117.95"
"2331",1998-12-04,"118.72"
"2332",1998-12-07,"120.05"
"2333",1998-12-08,"119.03"
"2334",1998-12-09,"117.93"
"2335",1998-12-10,"117.11"
"2336",1998-12-11,"116.35"
"2337",1998-12-14,"115.66"
"2338",1998-12-15,"116.73"
"2339",1998-12-16,"116.75"
"2340",1998-12-17,"116.36"
"2341",1998-12-18,"115.65"
"2342",1998-12-21,"115.82"
"2343",1998-12-22,"116.60"
"2344",1998-12-23,"115.83"
"2345",1998-12-24,"116.00"
"2346",1998-12-25,"116.23"
"2347",1998-12-28,"116.03"
"2348",1998-12-29,"115.58"
"2349",1998-12-30,"114.96"
"2350",1998-12-31,"113.60"
"2351",1999-01-01,"113.60"
"2352",1999-01-04,"112.02"
"2353",1999-01-05,"111.58"
"2354",1999-01-06,"112.88"
"2355",1999-01-07,"111.31"
"2356",1999-01-08,"110.85"
"2357",1999-01-11,"108.89"
"2358",1999-01-12,"112.59"
"2359",1999-01-13,"113.36"
"2360",1999-01-14,"113.58"
"2361",1999-01-15,"114.15"
"2362",1999-01-18,"114.23"
"2363",1999-01-19,"113.47"
"2364",1999-01-20,"113.09"
"2365",1999-01-21,"113.83"
"2366",1999-01-22,"114.57"
"2367",1999-01-25,"113.86"
"2368",1999-01-26,"113.87"
"2369",1999-01-27,"115.64"
"2370",1999-01-28,"116.33"
"2371",1999-01-29,"116.33"
"2372",1999-02-01,"114.95"
"2373",1999-02-02,"111.98"
"2374",1999-02-03,"112.99"
"2375",1999-02-04,"112.07"
"2376",1999-02-05,"113.13"
"2377",1999-02-08,"114.55"
"2378",1999-02-09,"114.08"
"2379",1999-02-10,"114.36"
"2380",1999-02-11,"114.63"
"2381",1999-02-12,"114.25"
"2382",1999-02-15,"115.72"
"2383",1999-02-16,"118.57"
"2384",1999-02-17,"118.83"
"2385",1999-02-18,"119.67"
"2386",1999-02-19,"121.30"
"2387",1999-02-22,"121.28"
"2388",1999-02-23,"120.80"
"2389",1999-02-24,"121.45"
"2390",1999-02-25,"119.84"
"2391",1999-02-26,"119.20"
"2392",1999-03-01,"119.70"
"2393",1999-03-02,"120.11"
"2394",1999-03-03,"121.77"
"2395",1999-03-04,"123.44"
"2396",1999-03-05,"122.73"
"2397",1999-03-08,"121.80"
"2398",1999-03-09,"121.17"
"2399",1999-03-10,"119.79"
"2400",1999-03-11,"119.19"
"2401",1999-03-12,"118.70"
"2402",1999-03-15,"117.95"
"2403",1999-03-16,"117.52"
"2404",1999-03-17,"118.28"
"2405",1999-03-18,"117.47"
"2406",1999-03-19,"117.14"
"2407",1999-03-22,"118.33"
"2408",1999-03-23,"118.16"
"2409",1999-03-24,"118.09"
"2410",1999-03-25,"118.21"
"2411",1999-03-26,"120.30"
"2412",1999-03-29,"120.27"
"2413",1999-03-30,"120.28"
"2414",1999-03-31,"118.90"
"2415",1999-04-01,"120.77"
"2416",1999-04-02,"120.52"
"2417",1999-04-05,"121.78"
"2418",1999-04-06,"120.58"
"2419",1999-04-07,"121.38"
"2420",1999-04-08,"121.17"
"2421",1999-04-09,"121.00"
"2422",1999-04-12,"120.37"
"2423",1999-04-13,"119.78"
"2424",1999-04-14,"118.75"
"2425",1999-04-15,"119.15"
"2426",1999-04-16,"117.84"
"2427",1999-04-19,"117.60"
"2428",1999-04-20,"118.95"
"2429",1999-04-21,"119.85"
"2430",1999-04-22,"119.53"
"2431",1999-04-23,"119.13"
"2432",1999-04-26,"119.25"
"2433",1999-04-27,"120.29"
"2434",1999-04-28,"119.10"
"2435",1999-04-29,"119.18"
"2436",1999-04-30,"119.48"
"2437",1999-05-03,"120.31"
"2438",1999-05-04,"120.82"
"2439",1999-05-05,"120.47"
"2440",1999-05-06,"120.58"
"2441",1999-05-07,"120.81"
"2442",1999-05-10,"120.55"
"2443",1999-05-11,"120.95"
"2444",1999-05-12,"120.94"
"2445",1999-05-13,"121.78"
"2446",1999-05-14,"122.84"
"2447",1999-05-17,"123.57"
"2448",1999-05-18,"123.32"
"2449",1999-05-19,"124.30"
"2450",1999-05-20,"124.33"
"2451",1999-05-21,"124.00"
"2452",1999-05-24,"123.20"
"2453",1999-05-25,"122.25"
"2454",1999-05-26,"122.38"
"2455",1999-05-27,"120.15"
"2456",1999-05-28,"121.56"
"2457",1999-05-31,"121.80"
"2458",1999-06-01,"120.73"
"2459",1999-06-02,"121.49"
"2460",1999-06-03,"121.50"
"2461",1999-06-04,"122.24"
"2462",1999-06-07,"120.80"
"2463",1999-06-08,"119.23"
"2464",1999-06-09,"119.12"
"2465",1999-06-10,"118.96"
"2466",1999-06-11,"117.90"
"2467",1999-06-14,"120.61"
"2468",1999-06-15,"120.43"
"2469",1999-06-16,"120.42"
"2470",1999-06-17,"119.41"
"2471",1999-06-18,"120.47"
"2472",1999-06-21,"122.38"
"2473",1999-06-22,"121.70"
"2474",1999-06-23,"121.93"
"2475",1999-06-24,"121.91"
"2476",1999-06-25,"121.47"
"2477",1999-06-28,"121.51"
"2478",1999-06-29,"121.00"
"2479",1999-06-30,"121.10"
"2480",1999-07-01,"120.78"
"2481",1999-07-02,"121.00"
"2482",1999-07-05,"122.37"
"2483",1999-07-06,"122.25"
"2484",1999-07-07,"122.27"
"2485",1999-07-08,"122.53"
"2486",1999-07-09,"122.41"
"2487",1999-07-12,"122.12"
"2488",1999-07-13,"121.24"
"2489",1999-07-14,"120.74"
"2490",1999-07-15,"120.99"
"2491",1999-07-16,"120.97"
"2492",1999-07-19,"118.25"
"2493",1999-07-20,"118.93"
"2494",1999-07-21,"118.18"
"2495",1999-07-22,"116.86"
"2496",1999-07-23,"116.64"
"2497",1999-07-26,"116.85"
"2498",1999-07-27,"116.47"
"2499",1999-07-28,"115.90"
"2500",1999-07-29,"115.43"
"2501",1999-07-30,"114.53"
"2502",1999-08-02,"114.40"
"2503",1999-08-03,"115.29"
"2504",1999-08-04,"114.33"
"2505",1999-08-05,"114.45"
"2506",1999-08-06,"114.87"
"2507",1999-08-09,"115.08"
"2508",1999-08-10,"114.83"
"2509",1999-08-11,"115.39"
"2510",1999-08-12,"115.29"
"2511",1999-08-13,"115.83"
"2512",1999-08-16,"114.59"
"2513",1999-08-17,"113.93"
"2514",1999-08-18,"111.84"
"2515",1999-08-19,"111.60"
"2516",1999-08-20,"111.29"
"2517",1999-08-23,"111.67"
"2518",1999-08-24,"110.82"
"2519",1999-08-25,"111.09"
"2520",1999-08-26,"111.57"
"2521",1999-08-27,"111.43"
"2522",1999-08-30,"110.63"
"2523",1999-08-31,"109.73"
"2524",1999-09-01,"109.14"
"2525",1999-09-02,"109.13"
"2526",1999-09-03,"110.04"
"2527",1999-09-06,"109.69"
"2528",1999-09-07,"110.77"
"2529",1999-09-08,"111.18"
"2530",1999-09-09,"108.06"
"2531",1999-09-10,"108.72"
"2532",1999-09-13,"106.65"
"2533",1999-09-14,"105.88"
"2534",1999-09-15,"104.68"
"2535",1999-09-16,"105.25"
"2536",1999-09-17,"107.16"
"2537",1999-09-20,"106.12"
"2538",1999-09-21,"104.85"
"2539",1999-09-22,"104.33"
"2540",1999-09-23,"103.73"
"2541",1999-09-24,"104.18"
"2542",1999-09-27,"105.93"
"2543",1999-09-28,"106.50"
"2544",1999-09-29,"107.09"
"2545",1999-09-30,"106.46"
"2546",1999-10-01,"105.10"
"2547",1999-10-04,"106.20"
"2548",1999-10-05,"106.41"
"2549",1999-10-06,"107.50"
"2550",1999-10-07,"107.17"
"2551",1999-10-08,"107.60"
"2552",1999-10-11,"106.89"
"2553",1999-10-12,"106.12"
"2554",1999-10-13,"106.59"
"2555",1999-10-14,"107.37"
"2556",1999-10-15,"105.50"
"2557",1999-10-18,"105.37"
"2558",1999-10-19,"105.42"
"2559",1999-10-20,"106.61"
"2560",1999-10-21,"106.05"
"2561",1999-10-22,"105.81"
"2562",1999-10-25,"105.39"
"2563",1999-10-26,"104.85"
"2564",1999-10-27,"104.34"
"2565",1999-10-28,"105.04"
"2566",1999-10-29,"104.10"
"2567",1999-11-01,"104.06"
"2568",1999-11-02,"104.06"
"2569",1999-11-03,"104.89"
"2570",1999-11-04,"104.82"
"2571",1999-11-05,"106.05"
"2572",1999-11-08,"105.17"
"2573",1999-11-09,"104.94"
"2574",1999-11-10,"104.65"
"2575",1999-11-11,"104.87"
"2576",1999-11-12,"105.30"
"2577",1999-11-15,"104.79"
"2578",1999-11-16,"105.89"
"2579",1999-11-17,"105.55"
"2580",1999-11-18,"105.94"
"2581",1999-11-19,"106.39"
"2582",1999-11-22,"104.73"
"2583",1999-11-23,"104.29"
"2584",1999-11-24,"104.73"
"2585",1999-11-25,"104.42"
"2586",1999-11-26,"101.87"
"2587",1999-11-29,"102.72"
"2588",1999-11-30,"102.16"
"2589",1999-12-01,"102.61"
"2590",1999-12-02,"102.77"
"2591",1999-12-03,"102.67"
"2592",1999-12-06,"102.96"
"2593",1999-12-07,"102.40"
"2594",1999-12-08,"102.88"
"2595",1999-12-09,"102.47"
"2596",1999-12-10,"102.25"
"2597",1999-12-13,"103.12"
"2598",1999-12-14,"103.54"
"2599",1999-12-15,"103.72"
"2600",1999-12-16,"103.10"
"2601",1999-12-17,"103.03"
"2602",1999-12-20,"102.44"
"2603",1999-12-21,"102.14"
"2604",1999-12-22,"101.64"
"2605",1999-12-23,"102.14"
"2606",1999-12-24,"102.93"
"2607",1999-12-27,"102.24"
"2608",1999-12-28,"102.51"
"2609",1999-12-29,"102.10"
"2610",1999-12-30,"102.49"
"2611",1999-12-31,"102.51"
"2612",2000-01-03,"101.45"
"2613",2000-01-04,"103.22"
"2614",2000-01-05,"104.14"
"2615",2000-01-06,"105.23"
"2616",2000-01-07,"105.34"
"2617",2000-01-10,"105.16"
"2618",2000-01-11,"105.95"
"2619",2000-01-12,"105.79"
"2620",2000-01-13,"106.17"
"2621",2000-01-14,"105.87"
"2622",2000-01-17,"104.90"
"2623",2000-01-18,"105.67"
"2624",2000-01-19,"105.32"
"2625",2000-01-20,"105.47"
"2626",2000-01-21,"104.78"
"2627",2000-01-24,"105.57"
"2628",2000-01-25,"106.04"
"2629",2000-01-26,"105.66"
"2630",2000-01-27,"105.12"
"2631",2000-01-28,"107.13"
"2632",2000-01-31,"107.32"
"2633",2000-02-01,"107.85"
"2634",2000-02-02,"108.16"
"2635",2000-02-03,"107.56"
"2636",2000-02-04,"107.19"
"2637",2000-02-07,"108.62"
"2638",2000-02-08,"109.47"
"2639",2000-02-09,"108.79"
"2640",2000-02-10,"109.27"
"2641",2000-02-11,"108.82"
"2642",2000-02-14,"108.96"
"2643",2000-02-15,"109.22"
"2644",2000-02-16,"109.44"
"2645",2000-02-17,"110.56"
"2646",2000-02-18,"111.09"
"2647",2000-02-21,"111.26"
"2648",2000-02-22,"110.69"
"2649",2000-02-23,"111.07"
"2650",2000-02-24,"111.37"
"2651",2000-02-25,"110.29"
"2652",2000-02-28,"109.45"
"2653",2000-02-29,"110.33"
"2654",2000-03-01,"107.28"
"2655",2000-03-02,"107.74"
"2656",2000-03-03,"107.90"
"2657",2000-03-06,"107.54"
"2658",2000-03-07,"106.12"
"2659",2000-03-08,"107.17"
"2660",2000-03-09,"106.53"
"2661",2000-03-10,"106.35"
"2662",2000-03-13,"105.52"
"2663",2000-03-14,"105.12"
"2664",2000-03-15,"105.69"
"2665",2000-03-16,"105.37"
"2666",2000-03-17,"106.73"
"2667",2000-03-20,"106.30"
"2668",2000-03-21,"106.78"
"2669",2000-03-22,"107.11"
"2670",2000-03-23,"107.24"
"2671",2000-03-24,"106.87"
"2672",2000-03-27,"106.79"
"2673",2000-03-28,"105.84"
"2674",2000-03-29,"105.69"
"2675",2000-03-30,"105.57"
"2676",2000-03-31,"102.78"
"2677",2000-04-03,"104.90"
"2678",2000-04-04,"105.16"
"2679",2000-04-05,"104.88"
"2680",2000-04-06,"104.77"
"2681",2000-04-07,"105.37"
"2682",2000-04-10,"106.44"
"2683",2000-04-11,"106.92"
"2684",2000-04-12,"105.78"
"2685",2000-04-13,"105.88"
"2686",2000-04-14,"104.74"
"2687",2000-04-17,"104.54"
"2688",2000-04-18,"104.74"
"2689",2000-04-19,"104.82"
"2690",2000-04-20,"105.77"
"2691",2000-04-21,"105.77"
"2692",2000-04-24,"105.78"
"2693",2000-04-25,"106.31"
"2694",2000-04-26,"106.27"
"2695",2000-04-27,"106.43"
"2696",2000-04-28,"108.18"
"2697",2000-05-01,"108.76"
"2698",2000-05-02,"108.41"
"2699",2000-05-03,"109.02"
"2700",2000-05-04,"108.03"
"2701",2000-05-05,"108.56"
"2702",2000-05-08,"109.00"
"2703",2000-05-09,"109.19"
"2704",2000-05-10,"109.53"
"2705",2000-05-11,"108.52"
"2706",2000-05-12,"108.47"
"2707",2000-05-15,"109.30"
"2708",2000-05-16,"109.66"
"2709",2000-05-17,"109.32"
"2710",2000-05-18,"108.65"
"2711",2000-05-19,"106.98"
"2712",2000-05-22,"107.14"
"2713",2000-05-23,"106.42"
"2714",2000-05-24,"107.80"
"2715",2000-05-25,"107.35"
"2716",2000-05-26,"107.15"
"2717",2000-05-29,"107.04"
"2718",2000-05-30,"106.55"
"2719",2000-05-31,"107.66"
"2720",2000-06-01,"108.52"
"2721",2000-06-02,"108.03"
"2722",2000-06-05,"107.33"
"2723",2000-06-06,"105.80"
"2724",2000-06-07,"105.32"
"2725",2000-06-08,"105.84"
"2726",2000-06-09,"106.91"
"2727",2000-06-12,"106.85"
"2728",2000-06-13,"106.93"
"2729",2000-06-14,"106.63"
"2730",2000-06-15,"106.46"
"2731",2000-06-16,"106.41"
"2732",2000-06-19,"105.91"
"2733",2000-06-20,"105.53"
"2734",2000-06-21,"105.55"
"2735",2000-06-22,"104.57"
"2736",2000-06-23,"104.75"
"2737",2000-06-26,"105.66"
"2738",2000-06-27,"105.36"
"2739",2000-06-28,"105.57"
"2740",2000-06-29,"105.32"
"2741",2000-06-30,"106.12"
"2742",2000-07-03,"105.69"
"2743",2000-07-04,"106.10"
"2744",2000-07-05,"106.96"
"2745",2000-07-06,"107.44"
"2746",2000-07-07,"107.91"
"2747",2000-07-10,"107.01"
"2748",2000-07-11,"107.12"
"2749",2000-07-12,"108.09"
"2750",2000-07-13,"108.13"
"2751",2000-07-14,"107.72"
"2752",2000-07-17,"108.00"
"2753",2000-07-18,"108.14"
"2754",2000-07-19,"108.29"
"2755",2000-07-20,"107.67"
"2756",2000-07-21,"108.92"
"2757",2000-07-24,"108.78"
"2758",2000-07-25,"109.12"
"2759",2000-07-26,"109.19"
"2760",2000-07-27,"109.16"
"2761",2000-07-28,"109.59"
"2762",2000-07-31,"109.43"
"2763",2000-08-01,"109.33"
"2764",2000-08-02,"108.99"
"2765",2000-08-03,"108.33"
"2766",2000-08-04,"108.65"
"2767",2000-08-07,"109.10"
"2768",2000-08-08,"108.62"
"2769",2000-08-09,"107.82"
"2770",2000-08-10,"108.66"
"2771",2000-08-11,"108.53"
"2772",2000-08-14,"109.43"
"2773",2000-08-15,"109.02"
"2774",2000-08-16,"108.54"
"2775",2000-08-17,"108.53"
"2776",2000-08-18,"108.41"
"2777",2000-08-21,"108.70"
"2778",2000-08-22,"108.32"
"2779",2000-08-23,"106.96"
"2780",2000-08-24,"106.85"
"2781",2000-08-25,"106.86"
"2782",2000-08-28,"106.53"
"2783",2000-08-29,"106.05"
"2784",2000-08-30,"106.44"
"2785",2000-08-31,"106.67"
"2786",2000-09-01,"106.00"
"2787",2000-09-04,"105.87"
"2788",2000-09-05,"105.84"
"2789",2000-09-06,"105.89"
"2790",2000-09-07,"105.17"
"2791",2000-09-08,"106.12"
"2792",2000-09-11,"106.12"
"2793",2000-09-12,"106.83"
"2794",2000-09-13,"107.09"
"2795",2000-09-14,"107.58"
"2796",2000-09-15,"107.12"
"2797",2000-09-18,"106.90"
"2798",2000-09-19,"106.99"
"2799",2000-09-20,"106.53"
"2800",2000-09-21,"106.63"
"2801",2000-09-22,"107.92"
"2802",2000-09-25,"107.77"
"2803",2000-09-26,"107.59"
"2804",2000-09-27,"107.32"
"2805",2000-09-28,"107.63"
"2806",2000-09-29,"108.14"
"2807",2000-10-02,"108.83"
"2808",2000-10-03,"108.87"
"2809",2000-10-04,"109.28"
"2810",2000-10-05,"109.11"
"2811",2000-10-06,"108.81"
"2812",2000-10-09,"108.85"
"2813",2000-10-10,"107.75"
"2814",2000-10-11,"107.77"
"2815",2000-10-12,"107.70"
"2816",2000-10-13,"107.83"
"2817",2000-10-16,"108.05"
"2818",2000-10-17,"108.02"
"2819",2000-10-18,"107.70"
"2820",2000-10-19,"108.45"
"2821",2000-10-20,"108.85"
"2822",2000-10-23,"108.24"
"2823",2000-10-24,"107.75"
"2824",2000-10-25,"108.22"
"2825",2000-10-26,"108.34"
"2826",2000-10-27,"108.65"
"2827",2000-10-30,"108.98"
"2828",2000-10-31,"108.84"
"2829",2000-11-01,"108.17"
